fact_id,tool_id,tool_name,vendor,field,value,status,quote,source_url,archive_url,fetched_at,page_dated,pages_checked,note
spotdraft.product.markets,spotdraft,SpotDraft (VerifAI),SpotDraft,product.markets,"[""in-house legal teams"", ""contract lifecycle management""]",stated,"""AI Contract Lifecycle Management Software""",https://www.spotdraft.com/,http://web.archive.org/web/20260807234924/https://www.spotdraft.com/,2026-09-06,,,
spotdraft.security.audit_logs,spotdraft,SpotDraft (VerifAI),SpotDraft,security.audit_logs,yes,stated,"""The platform has extensive audit logging""",https://www.spotdraft.com/security,http://web.archive.org/web/20260607104014/https://www.spotdraft.com/security,2026-09-06,2025-10-17,,
spotdraft.security.data_residency,spotdraft,SpotDraft (VerifAI),SpotDraft,security.data_residency,"[""US"", ""EU"", ""India"", ""Middle East""]",stated,"""stored within selected regions (US, EU, India, Middle East)""",https://www.spotdraft.com/security,http://web.archive.org/web/20260607104014/https://www.spotdraft.com/security,2026-09-06,2025-10-17,,
spotdraft.security.encryption_at_rest,spotdraft,SpotDraft (VerifAI),SpotDraft,security.encryption_at_rest,yes,stated,"""Data at rest is encrypted using AES-256.""",https://www.spotdraft.com/security,http://web.archive.org/web/20260607104014/https://www.spotdraft.com/security,2026-09-06,2025-10-17,,
spotdraft.security.iso27001,spotdraft,SpotDraft (VerifAI),SpotDraft,security.iso27001,yes,stated,"""An ISO/IEC 27001:2013 Certified Company""",https://www.spotdraft.com/security,http://web.archive.org/web/20260607104014/https://www.spotdraft.com/security,2026-09-06,2025-10-17,,
spotdraft.security.iso42001,spotdraft,SpotDraft (VerifAI),SpotDraft,security.iso42001,,not-found,,https://www.spotdraft.com/pricing,http://web.archive.org/web/20260610052430/https://www.spotdraft.com/pricing,2026-09-06,,"[""https://www.spotdraft.com/pricing"", ""https://www.spotdraft.com/security"", ""https://www.spotdraft.com/products/verifai"", ""https://www.spotdraft.com/privacy"", ""https://www.spotdraft.com/terms"", ""https://www.spotdraft.com/dpa"", ""https://www.spotdraft.com/subprocessors""]",
spotdraft.security.no_training_on_customer_data,spotdraft,SpotDraft (VerifAI),SpotDraft,security.no_training_on_customer_data,,not-found,,https://www.spotdraft.com/pricing,http://web.archive.org/web/20260610052430/https://www.spotdraft.com/pricing,2026-09-06,,"[""https://www.spotdraft.com/pricing"", ""https://www.spotdraft.com/security"", ""https://www.spotdraft.com/products/verifai"", ""https://www.spotdraft.com/privacy"", ""https://www.spotdraft.com/terms"", ""https://www.spotdraft.com/dpa"", ""https://www.spotdraft.com/subprocessors""]",
spotdraft.security.pen_test,spotdraft,SpotDraft (VerifAI),SpotDraft,security.pen_test,yes,stated,"""engage independent penetration testers""",https://www.spotdraft.com/security,http://web.archive.org/web/20260607104014/https://www.spotdraft.com/security,2026-09-06,2025-10-17,,
spotdraft.security.private_deployment,spotdraft,SpotDraft (VerifAI),SpotDraft,security.private_deployment,,not-found,,https://www.spotdraft.com/pricing,http://web.archive.org/web/20260610052430/https://www.spotdraft.com/pricing,2026-09-06,,"[""https://www.spotdraft.com/pricing"", ""https://www.spotdraft.com/security"", ""https://www.spotdraft.com/products/verifai"", ""https://www.spotdraft.com/privacy"", ""https://www.spotdraft.com/terms"", ""https://www.spotdraft.com/dpa"", ""https://www.spotdraft.com/subprocessors""]",
spotdraft.security.soc2,spotdraft,SpotDraft (VerifAI),SpotDraft,security.soc2,yes,stated,"""SOC 2 Certified""",https://www.spotdraft.com/products/verifai,http://web.archive.org/web/20260521203048/https://www.spotdraft.com/products/verifai,2026-09-06,,,
spotdraft.security.sso_saml,spotdraft,SpotDraft (VerifAI),SpotDraft,security.sso_saml,yes,stated,"""SpotDraft also supports SAML""",https://www.spotdraft.com/security,http://web.archive.org/web/20260607104014/https://www.spotdraft.com/security,2026-09-06,2025-10-17,,
spotdraft.security.zero_retention,spotdraft,SpotDraft (VerifAI),SpotDraft,security.zero_retention,,not-found,,https://www.spotdraft.com/pricing,http://web.archive.org/web/20260610052430/https://www.spotdraft.com/pricing,2026-09-06,,"[""https://www.spotdraft.com/pricing"", ""https://www.spotdraft.com/security"", ""https://www.spotdraft.com/products/verifai"", ""https://www.spotdraft.com/privacy"", ""https://www.spotdraft.com/terms"", ""https://www.spotdraft.com/dpa"", ""https://www.spotdraft.com/subprocessors""]",
steno.accuracy.claim,steno,Steno (Transcript Genius),"Steno Agency, Inc.",accuracy.claim,unparalleled accuracy,stated,"""with unparalleled accuracy""",https://steno.com/technology/transcript-genius,http://web.archive.org/web/20260722002953/https://steno.com/technology/transcript-genius,2026-09-06,,,
steno.accuracy.method_published,steno,Steno (Transcript Genius),"Steno Agency, Inc.",accuracy.method_published,yes,stated,"""each answer is cited with a link""",https://steno.com/technology/transcript-genius,http://web.archive.org/web/20260722002953/https://steno.com/technology/transcript-genius,2026-09-06,,,
steno.contract.audit_rights,steno,Steno (Transcript Genius),"Steno Agency, Inc.",contract.audit_rights,yes,stated,"""will allow for and contribute to audits""",https://steno.com/dpa,http://web.archive.org/web/20260815133030/https://steno.com/dpa,2026-09-06,2025-03-03,,
steno.contract.dpa_available,steno,Steno (Transcript Genius),"Steno Agency, Inc.",contract.dpa_available,yes,stated,"""Data Processing Addendum""",https://steno.com/dpa,http://web.archive.org/web/20260815133030/https://steno.com/dpa,2026-09-06,2025-03-03,,
steno.contract.model_providers,steno,Steno (Transcript Genius),"Steno Agency, Inc.",contract.model_providers,"[""Anthropic""]",stated,"""Anthropic PBC’s Claude technology""",https://steno.com/terms-beta,http://web.archive.org/web/20260815133030/https://steno.com/terms-beta,2026-09-06,2025-05-13,,
steno.contract.privacy_last_updated,steno,Steno (Transcript Genius),"Steno Agency, Inc.",contract.privacy_last_updated,2025-09-24,stated,"""Last Updated September 24, 2025""",https://steno.com/privacy,http://web.archive.org/web/20260720195217/https://steno.com/privacy,2026-09-06,2025-09-24,,
steno.contract.provider_data_use,steno,Steno (Transcript Genius),"Steno Agency, Inc.",contract.provider_data_use,Anthropic data shared through Steno is not used as broader training data,stated,"""not used as broader training data""",https://steno.com/terms-beta,http://web.archive.org/web/20260815133030/https://steno.com/terms-beta,2026-09-06,2025-05-13,,
steno.contract.subprocessors_published,steno,Steno (Transcript Genius),"Steno Agency, Inc.",contract.subprocessors_published,no,stated,"""list of Subprocessors available upon request""",https://steno.com/dpa,http://web.archive.org/web/20260815133030/https://steno.com/dpa,2026-09-06,2025-03-03,,The public DPA says the list is available upon request; no public list was found.
steno.contract.terms_last_updated,steno,Steno (Transcript Genius),"Steno Agency, Inc.",contract.terms_last_updated,2025-05-13,stated,"""Effective as of May 13, 2025""",https://steno.com/terms,http://web.archive.org/web/20260720195217/https://steno.com/terms,2026-09-06,2025-05-13,,
steno.pricing.free_trial,steno,Steno (Transcript Genius),"Steno Agency, Inc.",pricing.free_trial,,not-found,,https://steno.com/technology/transcript-genius,http://web.archive.org/web/20260722002953/https://steno.com/technology/transcript-genius,2026-09-06,,"[""https://steno.com/technology/transcript-genius"", ""https://steno.com/terms"", ""https://steno.com/terms-beta"", ""https://steno.com/privacy"", ""https://steno.com/dpa"", ""https://steno.com/pricing"", ""https://steno.com/security"", ""https://steno.com/subprocessors""]",
steno.pricing.list_price,steno,Steno (Transcript Genius),"Steno Agency, Inc.",pricing.list_price,No additional charge within Steno product suite,stated,"""no additional charge or limitations""",https://steno.com/technology/transcript-genius,http://web.archive.org/web/20260722002953/https://steno.com/technology/transcript-genius,2026-09-06,,,
steno.pricing.minimum_term,steno,Steno (Transcript Genius),"Steno Agency, Inc.",pricing.minimum_term,,not-found,,https://steno.com/technology/transcript-genius,http://web.archive.org/web/20260722002953/https://steno.com/technology/transcript-genius,2026-09-06,,"[""https://steno.com/technology/transcript-genius"", ""https://steno.com/terms"", ""https://steno.com/terms-beta"", ""https://steno.com/privacy"", ""https://steno.com/dpa"", ""https://steno.com/pricing"", ""https://steno.com/security"", ""https://steno.com/subprocessors""]",
steno.pricing.model,steno,Steno (Transcript Genius),"Steno Agency, Inc.",pricing.model,free,stated,"""included in Steno’s product suite""",https://steno.com/technology/transcript-genius,http://web.archive.org/web/20260722002953/https://steno.com/technology/transcript-genius,2026-09-06,,,
steno.pricing.published,steno,Steno (Transcript Genius),"Steno Agency, Inc.",pricing.published,yes,stated,"""There is no additional charge""",https://steno.com/technology/transcript-genius,http://web.archive.org/web/20260722002953/https://steno.com/technology/transcript-genius,2026-09-06,,,
steno.pricing.seat_minimum,steno,Steno (Transcript Genius),"Steno Agency, Inc.",pricing.seat_minimum,,not-found,,https://steno.com/technology/transcript-genius,http://web.archive.org/web/20260722002953/https://steno.com/technology/transcript-genius,2026-09-06,,"[""https://steno.com/technology/transcript-genius"", ""https://steno.com/terms"", ""https://steno.com/terms-beta"", ""https://steno.com/privacy"", ""https://steno.com/dpa"", ""https://steno.com/pricing"", ""https://steno.com/security"", ""https://steno.com/subprocessors""]",
steno.product.markets,steno,Steno (Transcript Genius),"Steno Agency, Inc.",product.markets,"[""litigation transcripts"", ""deposition review""]",stated,"""AI For Your Transcripts""",https://steno.com/technology/transcript-genius,http://web.archive.org/web/20260722002953/https://steno.com/technology/transcript-genius,2026-09-06,,,
steno.security.data_residency,steno,Steno (Transcript Genius),"Steno Agency, Inc.",security.data_residency,,not-found,,https://steno.com/technology/transcript-genius,http://web.archive.org/web/20260722002953/https://steno.com/technology/transcript-genius,2026-09-06,,"[""https://steno.com/technology/transcript-genius"", ""https://steno.com/terms"", ""https://steno.com/terms-beta"", ""https://steno.com/privacy"", ""https://steno.com/dpa"", ""https://steno.com/pricing"", ""https://steno.com/security"", ""https://steno.com/subprocessors""]",
steno.security.encryption_at_rest,steno,Steno (Transcript Genius),"Steno Agency, Inc.",security.encryption_at_rest,,not-found,,https://steno.com/technology/transcript-genius,http://web.archive.org/web/20260722002953/https://steno.com/technology/transcript-genius,2026-09-06,,"[""https://steno.com/technology/transcript-genius"", ""https://steno.com/terms"", ""https://steno.com/terms-beta"", ""https://steno.com/privacy"", ""https://steno.com/dpa"", ""https://steno.com/pricing"", ""https://steno.com/security"", ""https://steno.com/subprocessors""]",
steno.security.hipaa,steno,Steno (Transcript Genius),"Steno Agency, Inc.",security.hipaa,yes,stated,"""HIPAA compliance standards""",https://steno.com/technology/transcript-genius,http://web.archive.org/web/20260722002953/https://steno.com/technology/transcript-genius,2026-09-06,,,
steno.security.iso27001,steno,Steno (Transcript Genius),"Steno Agency, Inc.",security.iso27001,,not-found,,https://steno.com/technology/transcript-genius,http://web.archive.org/web/20260722002953/https://steno.com/technology/transcript-genius,2026-09-06,,"[""https://steno.com/technology/transcript-genius"", ""https://steno.com/terms"", ""https://steno.com/terms-beta"", ""https://steno.com/privacy"", ""https://steno.com/dpa"", ""https://steno.com/pricing"", ""https://steno.com/security"", ""https://steno.com/subprocessors""]",
steno.security.iso42001,steno,Steno (Transcript Genius),"Steno Agency, Inc.",security.iso42001,,not-found,,https://steno.com/technology/transcript-genius,http://web.archive.org/web/20260722002953/https://steno.com/technology/transcript-genius,2026-09-06,,"[""https://steno.com/technology/transcript-genius"", ""https://steno.com/terms"", ""https://steno.com/terms-beta"", ""https://steno.com/privacy"", ""https://steno.com/dpa"", ""https://steno.com/pricing"", ""https://steno.com/security"", ""https://steno.com/subprocessors""]",
steno.security.no_training_on_customer_data,steno,Steno (Transcript Genius),"Steno Agency, Inc.",security.no_training_on_customer_data,yes,stated,"""not used as broader training data""",https://steno.com/terms-beta,http://web.archive.org/web/20260815133030/https://steno.com/terms-beta,2026-09-06,2025-05-13,,
steno.security.private_deployment,steno,Steno (Transcript Genius),"Steno Agency, Inc.",security.private_deployment,,not-found,,https://steno.com/technology/transcript-genius,http://web.archive.org/web/20260722002953/https://steno.com/technology/transcript-genius,2026-09-06,,"[""https://steno.com/technology/transcript-genius"", ""https://steno.com/terms"", ""https://steno.com/terms-beta"", ""https://steno.com/privacy"", ""https://steno.com/dpa"", ""https://steno.com/pricing"", ""https://steno.com/security"", ""https://steno.com/subprocessors""]",
steno.security.soc2,steno,Steno (Transcript Genius),"Steno Agency, Inc.",security.soc2,yes,stated,"""SOC2 Type II""",https://steno.com/technology/transcript-genius,http://web.archive.org/web/20260722002953/https://steno.com/technology/transcript-genius,2026-09-06,,,
steno.security.soc2_type,steno,Steno (Transcript Genius),"Steno Agency, Inc.",security.soc2_type,Type II,stated,"""SOC2 Type II""",https://steno.com/technology/transcript-genius,http://web.archive.org/web/20260722002953/https://steno.com/technology/transcript-genius,2026-09-06,,,
steno.security.sso_saml,steno,Steno (Transcript Genius),"Steno Agency, Inc.",security.sso_saml,,not-found,,https://steno.com/technology/transcript-genius,http://web.archive.org/web/20260722002953/https://steno.com/technology/transcript-genius,2026-09-06,,"[""https://steno.com/technology/transcript-genius"", ""https://steno.com/terms"", ""https://steno.com/terms-beta"", ""https://steno.com/privacy"", ""https://steno.com/dpa"", ""https://steno.com/pricing"", ""https://steno.com/security"", ""https://steno.com/subprocessors""]",
steno.security.zero_retention,steno,Steno (Transcript Genius),"Steno Agency, Inc.",security.zero_retention,yes,stated,"""Zero Day Retention policy""",https://steno.com/terms-beta,http://web.archive.org/web/20260815133030/https://steno.com/terms-beta,2026-09-06,2025-05-13,,
streamline-ai.accuracy.claim,streamline-ai,Streamline AI,"LegalDesk, Inc. dba Streamline AI",accuracy.claim,"clear, accurate answers drawn from customer data",stated,"""get a clear, accurate answer drawn from your actual requests""",https://www.streamline.ai/product/velo-copilot,,2026-09-06,,,
streamline-ai.accuracy.method_published,streamline-ai,Streamline AI,"LegalDesk, Inc. dba Streamline AI",accuracy.method_published,yes,stated,"""answers using real data""",https://www.streamline.ai/product/velo-copilot,,2026-09-06,,,
streamline-ai.contract.dpa_available,streamline-ai,Streamline AI,"LegalDesk, Inc. dba Streamline AI",contract.dpa_available,yes,stated,"""processing is governed by our Data Processing Agreement""",https://www.streamline.ai/legal/privacy-policy,http://web.archive.org/web/20251206084657/https://www.streamline.ai/legal/privacy-policy,2026-09-06,2026-06-12,,
streamline-ai.contract.governing_law,streamline-ai,Streamline AI,"LegalDesk, Inc. dba Streamline AI",contract.governing_law,Delaware,stated,"""governed by the laws of Delaware""",https://www.streamline.ai/legal/terms-of-use,http://web.archive.org/web/20251206084311/https://www.streamline.ai/legal/terms-of-use,2026-09-06,2022-07-16,,
streamline-ai.contract.model_providers,streamline-ai,Streamline AI,"LegalDesk, Inc. dba Streamline AI",contract.model_providers,"[""OpenAI""]",stated,"""OpenAI""",https://www.streamline.ai/legal/subprocessors,http://web.archive.org/web/20251206084705/https://www.streamline.ai/legal/subprocessors,2026-09-06,,,
streamline-ai.contract.privacy_last_updated,streamline-ai,Streamline AI,"LegalDesk, Inc. dba Streamline AI",contract.privacy_last_updated,2026-06-12,stated,"""Last Updated June 12, 2026""",https://www.streamline.ai/legal/privacy-policy,http://web.archive.org/web/20251206084657/https://www.streamline.ai/legal/privacy-policy,2026-09-06,2026-06-12,,
streamline-ai.contract.provider_data_use,streamline-ai,Streamline AI,"LegalDesk, Inc. dba Streamline AI",contract.provider_data_use,AI subprocessors do not use Customer Data to train models,stated,"""does not use Customer Data to train its models""",https://www.streamline.ai/legal/privacy-policy,http://web.archive.org/web/20251206084657/https://www.streamline.ai/legal/privacy-policy,2026-09-06,2026-06-12,,
streamline-ai.contract.subprocessor_count,streamline-ai,Streamline AI,"LegalDesk, Inc. dba Streamline AI",contract.subprocessor_count,6,stated,"""Heroku""",https://www.streamline.ai/legal/subprocessors,http://web.archive.org/web/20251206084705/https://www.streamline.ai/legal/subprocessors,2026-09-06,,,
streamline-ai.contract.subprocessors_published,streamline-ai,Streamline AI,"LegalDesk, Inc. dba Streamline AI",contract.subprocessors_published,yes,stated,"""Third Party Subprocessors""",https://www.streamline.ai/legal/subprocessors,http://web.archive.org/web/20251206084705/https://www.streamline.ai/legal/subprocessors,2026-09-06,,,
streamline-ai.contract.terms_last_updated,streamline-ai,Streamline AI,"LegalDesk, Inc. dba Streamline AI",contract.terms_last_updated,2022-07-16,stated,"""Last Updated July 16, 2022""",https://www.streamline.ai/legal/terms-of-use,http://web.archive.org/web/20251206084311/https://www.streamline.ai/legal/terms-of-use,2026-09-06,2022-07-16,,
streamline-ai.pricing.free_trial,streamline-ai,Streamline AI,"LegalDesk, Inc. dba Streamline AI",pricing.free_trial,,not-found,,https://www.streamline.ai/pricing,http://web.archive.org/web/20260413175039/https://www.streamline.ai/pricing,2026-09-06,,"[""https://www.streamline.ai/pricing"", ""https://www.streamline.ai/product/security"", ""https://www.streamline.ai/product/velo-copilot"", ""https://www.streamline.ai/legal/privacy-policy"", ""https://www.streamline.ai/legal/terms-of-use"", ""https://www.streamline.ai/legal/subprocessors"", ""https://www.streamline.ai/dpa""]",
streamline-ai.pricing.list_price,streamline-ai,Streamline AI,"LegalDesk, Inc. dba Streamline AI",pricing.list_price,"Pro starting at $22,900; Enterprise starting at $26,900",stated,"""Starting at $26,900""",https://www.streamline.ai/pricing,http://web.archive.org/web/20260413175039/https://www.streamline.ai/pricing,2026-09-06,,,
streamline-ai.pricing.minimum_term,streamline-ai,Streamline AI,"LegalDesk, Inc. dba Streamline AI",pricing.minimum_term,,not-found,,https://www.streamline.ai/pricing,http://web.archive.org/web/20260413175039/https://www.streamline.ai/pricing,2026-09-06,,"[""https://www.streamline.ai/pricing"", ""https://www.streamline.ai/product/security"", ""https://www.streamline.ai/product/velo-copilot"", ""https://www.streamline.ai/legal/privacy-policy"", ""https://www.streamline.ai/legal/terms-of-use"", ""https://www.streamline.ai/legal/subprocessors"", ""https://www.streamline.ai/dpa""]",
streamline-ai.pricing.model,streamline-ai,Streamline AI,"LegalDesk, Inc. dba Streamline AI",pricing.model,tiered,stated,"""Pro""",https://www.streamline.ai/pricing,http://web.archive.org/web/20260413175039/https://www.streamline.ai/pricing,2026-09-06,,,
streamline-ai.pricing.published,streamline-ai,Streamline AI,"LegalDesk, Inc. dba Streamline AI",pricing.published,yes,stated,"""Starting at $22,900""",https://www.streamline.ai/pricing,http://web.archive.org/web/20260413175039/https://www.streamline.ai/pricing,2026-09-06,,,
streamline-ai.pricing.seat_minimum,streamline-ai,Streamline AI,"LegalDesk, Inc. dba Streamline AI",pricing.seat_minimum,4 core users included,stated,"""4 core users included""",https://www.streamline.ai/pricing,http://web.archive.org/web/20260413175039/https://www.streamline.ai/pricing,2026-09-06,,,
streamline-ai.product.markets,streamline-ai,Streamline AI,"LegalDesk, Inc. dba Streamline AI",product.markets,"[""in-house legal teams""]",stated,"""built for in-house teams""",https://www.streamline.ai/pricing,http://web.archive.org/web/20260413175039/https://www.streamline.ai/pricing,2026-09-06,,,
streamline-ai.security.audit_logs,streamline-ai,Streamline AI,"LegalDesk, Inc. dba Streamline AI",security.audit_logs,yes,stated,"""logs are reviewed for suspicious activity""",https://www.streamline.ai/product/security,http://web.archive.org/web/20260519070713/https://www.streamline.ai/product/security,2026-09-06,,,
streamline-ai.security.data_residency,streamline-ai,Streamline AI,"LegalDesk, Inc. dba Streamline AI",security.data_residency,"[""United States""]",stated,"""Personal Data is processed in the United States""",https://www.streamline.ai/legal/privacy-policy,http://web.archive.org/web/20251206084657/https://www.streamline.ai/legal/privacy-policy,2026-09-06,2026-06-12,,
streamline-ai.security.encryption_at_rest,streamline-ai,Streamline AI,"LegalDesk, Inc. dba Streamline AI",security.encryption_at_rest,yes,stated,"""encrypted with AES-256 at rest""",https://www.streamline.ai/product/security,http://web.archive.org/web/20260519070713/https://www.streamline.ai/product/security,2026-09-06,,,
streamline-ai.security.iso27001,streamline-ai,Streamline AI,"LegalDesk, Inc. dba Streamline AI",security.iso27001,,not-found,,https://www.streamline.ai/pricing,http://web.archive.org/web/20260413175039/https://www.streamline.ai/pricing,2026-09-06,,"[""https://www.streamline.ai/pricing"", ""https://www.streamline.ai/product/security"", ""https://www.streamline.ai/product/velo-copilot"", ""https://www.streamline.ai/legal/privacy-policy"", ""https://www.streamline.ai/legal/terms-of-use"", ""https://www.streamline.ai/legal/subprocessors"", ""https://www.streamline.ai/dpa""]",
streamline-ai.security.iso42001,streamline-ai,Streamline AI,"LegalDesk, Inc. dba Streamline AI",security.iso42001,,not-found,,https://www.streamline.ai/pricing,http://web.archive.org/web/20260413175039/https://www.streamline.ai/pricing,2026-09-06,,"[""https://www.streamline.ai/pricing"", ""https://www.streamline.ai/product/security"", ""https://www.streamline.ai/product/velo-copilot"", ""https://www.streamline.ai/legal/privacy-policy"", ""https://www.streamline.ai/legal/terms-of-use"", ""https://www.streamline.ai/legal/subprocessors"", ""https://www.streamline.ai/dpa""]",
streamline-ai.security.no_training_on_customer_data,streamline-ai,Streamline AI,"LegalDesk, Inc. dba Streamline AI",security.no_training_on_customer_data,yes,stated,"""does not use Customer Data to train its models""",https://www.streamline.ai/legal/privacy-policy,http://web.archive.org/web/20251206084657/https://www.streamline.ai/legal/privacy-policy,2026-09-06,2026-06-12,,
streamline-ai.security.private_deployment,streamline-ai,Streamline AI,"LegalDesk, Inc. dba Streamline AI",security.private_deployment,,not-found,,https://www.streamline.ai/pricing,http://web.archive.org/web/20260413175039/https://www.streamline.ai/pricing,2026-09-06,,"[""https://www.streamline.ai/pricing"", ""https://www.streamline.ai/product/security"", ""https://www.streamline.ai/product/velo-copilot"", ""https://www.streamline.ai/legal/privacy-policy"", ""https://www.streamline.ai/legal/terms-of-use"", ""https://www.streamline.ai/legal/subprocessors"", ""https://www.streamline.ai/dpa""]",
streamline-ai.security.soc2,streamline-ai,Streamline AI,"LegalDesk, Inc. dba Streamline AI",security.soc2,yes,stated,"""SOC2 Type 2 certification""",https://www.streamline.ai/product/security,http://web.archive.org/web/20260519070713/https://www.streamline.ai/product/security,2026-09-06,,,
streamline-ai.security.soc2_type,streamline-ai,Streamline AI,"LegalDesk, Inc. dba Streamline AI",security.soc2_type,Type 2,stated,"""SOC 2 Type II""",https://www.streamline.ai/product/security,http://web.archive.org/web/20260519070713/https://www.streamline.ai/product/security,2026-09-06,,,
streamline-ai.security.sso_saml,streamline-ai,Streamline AI,"LegalDesk, Inc. dba Streamline AI",security.sso_saml,yes,stated,"""Single sign-on""",https://www.streamline.ai/product/security,http://web.archive.org/web/20260519070713/https://www.streamline.ai/product/security,2026-09-06,,,
streamline-ai.security.zero_retention,streamline-ai,Streamline AI,"LegalDesk, Inc. dba Streamline AI",security.zero_retention,no,stated,"""We do not represent that this processing is subject to zero data retention.""",https://www.streamline.ai/legal/privacy-policy,http://web.archive.org/web/20251206084657/https://www.streamline.ai/legal/privacy-policy,2026-09-06,2026-06-12,,
summize.accuracy.claim,summize,Summize,Summize Ltd.,accuracy.claim,,not-found,,https://www.summize.com/pricing,http://web.archive.org/web/20260420155517/https://www.summize.com/pricing,2026-09-06,,"[""https://www.summize.com/pricing"", ""https://www.summize.com/security"", ""https://www.summize.com/privacy-policy"", ""https://www.summize.com/terms-and-conditions"", ""https://www.summize.com/dpa"", ""https://www.summize.com/subprocessors"", ""https://www.summize.com/""]",
summize.accuracy.method_published,summize,Summize,Summize Ltd.,accuracy.method_published,no,not-found,,https://www.summize.com/pricing,http://web.archive.org/web/20260420155517/https://www.summize.com/pricing,2026-09-06,,"[""https://www.summize.com/pricing"", ""https://www.summize.com/security"", ""https://www.summize.com/privacy-policy"", ""https://www.summize.com/terms-and-conditions"", ""https://www.summize.com/dpa"", ""https://www.summize.com/subprocessors"", ""https://www.summize.com/""]",
summize.contract.dpa_available,summize,Summize,Summize Ltd.,contract.dpa_available,no,not-found,,https://www.summize.com/pricing,http://web.archive.org/web/20260420155517/https://www.summize.com/pricing,2026-09-06,,"[""https://www.summize.com/pricing"", ""https://www.summize.com/security"", ""https://www.summize.com/privacy-policy"", ""https://www.summize.com/terms-and-conditions"", ""https://www.summize.com/dpa"", ""https://www.summize.com/subprocessors"", ""https://www.summize.com/""]",
summize.contract.governing_law,summize,Summize,Summize Ltd.,contract.governing_law,English law,stated,"""will be governed by English law""",https://www.summize.com/terms-and-conditions,http://web.archive.org/web/20260521132106/https://www.summize.com/terms-and-conditions,2026-09-06,,,
summize.contract.liability_cap,summize,Summize,Summize Ltd.,contract.liability_cap,£50,stated,"""will not exceed £50""",https://www.summize.com/terms-and-conditions,http://web.archive.org/web/20260521132106/https://www.summize.com/terms-and-conditions,2026-09-06,,,
summize.contract.model_providers,summize,Summize,Summize Ltd.,contract.model_providers,"[""OpenAI""]",stated,"""not available to other customers, OpenAI""",https://www.summize.com/security,http://web.archive.org/web/20260829021339/https://www.summize.com/security,2026-09-06,,,
summize.contract.privacy_last_updated,summize,Summize,Summize Ltd.,contract.privacy_last_updated,,not-found,,https://www.summize.com/pricing,http://web.archive.org/web/20260420155517/https://www.summize.com/pricing,2026-09-06,,"[""https://www.summize.com/pricing"", ""https://www.summize.com/security"", ""https://www.summize.com/privacy-policy"", ""https://www.summize.com/terms-and-conditions"", ""https://www.summize.com/dpa"", ""https://www.summize.com/subprocessors"", ""https://www.summize.com/""]",
summize.contract.provider_data_use,summize,Summize,Summize Ltd.,contract.provider_data_use,Customer AI data is not available to OpenAI or used to improve OpenAI models,stated,"""used to improve OpenAI models""",https://www.summize.com/security,http://web.archive.org/web/20260829021339/https://www.summize.com/security,2026-09-06,,,
summize.contract.subprocessors_published,summize,Summize,Summize Ltd.,contract.subprocessors_published,no,not-found,,https://www.summize.com/pricing,http://web.archive.org/web/20260420155517/https://www.summize.com/pricing,2026-09-06,,"[""https://www.summize.com/pricing"", ""https://www.summize.com/security"", ""https://www.summize.com/privacy-policy"", ""https://www.summize.com/terms-and-conditions"", ""https://www.summize.com/dpa"", ""https://www.summize.com/subprocessors"", ""https://www.summize.com/""]",
summize.contract.terms_last_updated,summize,Summize,Summize Ltd.,contract.terms_last_updated,,not-found,,https://www.summize.com/pricing,http://web.archive.org/web/20260420155517/https://www.summize.com/pricing,2026-09-06,,"[""https://www.summize.com/pricing"", ""https://www.summize.com/security"", ""https://www.summize.com/privacy-policy"", ""https://www.summize.com/terms-and-conditions"", ""https://www.summize.com/dpa"", ""https://www.summize.com/subprocessors"", ""https://www.summize.com/""]",
summize.pricing.free_trial,summize,Summize,Summize Ltd.,pricing.free_trial,,not-found,,https://www.summize.com/pricing,http://web.archive.org/web/20260420155517/https://www.summize.com/pricing,2026-09-06,,"[""https://www.summize.com/pricing"", ""https://www.summize.com/security"", ""https://www.summize.com/privacy-policy"", ""https://www.summize.com/terms-and-conditions"", ""https://www.summize.com/dpa"", ""https://www.summize.com/subprocessors"", ""https://www.summize.com/""]",
summize.pricing.list_price,summize,Summize,Summize Ltd.,pricing.list_price,,not-found,,https://www.summize.com/pricing,http://web.archive.org/web/20260420155517/https://www.summize.com/pricing,2026-09-06,,"[""https://www.summize.com/pricing"", ""https://www.summize.com/security"", ""https://www.summize.com/privacy-policy"", ""https://www.summize.com/terms-and-conditions"", ""https://www.summize.com/dpa"", ""https://www.summize.com/subprocessors"", ""https://www.summize.com/""]",
summize.pricing.minimum_term,summize,Summize,Summize Ltd.,pricing.minimum_term,,not-found,,https://www.summize.com/pricing,http://web.archive.org/web/20260420155517/https://www.summize.com/pricing,2026-09-06,,"[""https://www.summize.com/pricing"", ""https://www.summize.com/security"", ""https://www.summize.com/privacy-policy"", ""https://www.summize.com/terms-and-conditions"", ""https://www.summize.com/dpa"", ""https://www.summize.com/subprocessors"", ""https://www.summize.com/""]",
summize.pricing.model,summize,Summize,Summize Ltd.,pricing.model,enterprise,stated,"""Book a demo""",https://www.summize.com/pricing,http://web.archive.org/web/20260420155517/https://www.summize.com/pricing,2026-09-06,,,
